app,module,component,model_name,description
sms,account,sender,sms.account.sender,"SMS Account Sender Name Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sms,account,code,sms.account.code,"SMS Account Verification Code Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sms,resend,,sms.resend,"SMS Resend (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sms,template,preview,sms.template.preview,"SMS Template Preview (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sms,template,reset,sms.template.reset,"SMS Template Reset (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sms,template,,sms.template,SMS Templates (Templates for sending SMS)
hr,salary,rule,hr.salary.rule,Salary Rule (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,salary,rule.category,hr.salary.rule.category,Salary Rule Category (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,rule,parameter,hr.rule.parameter,Salary Rule Parameter (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,rule,parameter.value,hr.rule.parameter.value,Salary Rule Parameter Value (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,payroll,structure,hr.payroll.structure,Salary Structure (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,payroll,structure.type,hr.payroll.structure.type,Salary Structure Type (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,loyalty,coupon.wizard,sale.loyalty.coupon.wizard,"Sale Loyalty - Apply Coupon Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sale,loyalty,reward.wizard,sale.loyalty.reward.wizard,"Sale Loyalty - Reward Selection Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sale,order,option,sale.order.option,Sale Options (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,order,alert,sale.order.alert,Sale Order Alert (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,order,coupon.points,sale.order.coupon.points,Sale Order Coupon Points - Keeps track of how a sale order impacts a coupon (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,order,log,sale.order.log,Sale Order Log (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,payment,provider.onboarding.wizard,sale.payment.provider.onboarding.wizard,Sale Payment provider onboarding wizard (Override for the sale quotation onboarding panel.)
sale,advance,payment.inv,sale.advance.payment.inv,"Sales Advance Payment Invoice (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sale,report,,sale.report,Sales Analysis Report (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,order,log.report,sale.order.log.report,Sales Log Analysis Report (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,order,cancel,sale.order.cancel,"Sales Order Cancel (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sale,order,line,sale.order.line,Sales Order Line (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
mailing,mailing,test,mailing.mailing.test,"Sample Mail Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
discuss,gif,favorite,discuss.gif.favorite,Save favorite GIF from Tenor API (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
ir,cron,,ir.cron,Scheduled Actions (Model describing cron jobs (also called actions or tasks).)
mail,scheduled,message,mail.scheduled.message,"Scheduled Message (Scheduled message model (holds post values generated by the composer to delay the posting of the message). Different from mail.message.schedule that posts the message but delays the notification process. Todo: when adding support for scheduling messages in mass_mail mode, could add a reference to the """"parent"""" composer (by making 'mail.compose.message' not transient anymore). This reference could then be used to cancel every message scheduled """"at the same time"""" (from one composer), and to get the static 'notification parameters' (mail_server_id, auto_delete,...) instead of duplicating them for each scheduled message. Currently as scheduling is allowed in monocomment only, we don't have duplicates and we only have static notification parameters, but some will become dynamic when adding mass_mail support such as 'email_from' and 'force_email_lang'.)"
mail,message,schedule,mail.message.schedule,Scheduled Messages (Mail message notification schedule queue. This model is used to store the mail messages scheduled. So we can delay the sending of the notifications. A scheduled date field already exists on the <mail.mail> but it does not allow us to delay the sending of the <bus.bus> notifications.)
stock,scrap,reason.tag,stock.scrap.reason.tag,Scrap Reason Tag (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
account,secure,entries.wizard,account.secure.entries.wizard,Secure Journal Entries (This wizard is used to secure journal entries (with a hash))
select,printers,wizard,select.printers.wizard,"Selection of printers (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sms,composer,,sms.composer,"Send SMS Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
whatsapp,composer,,whatsapp.composer,"Send WhatsApp Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
fleet,vehicle,send.mail,fleet.vehicle.send.mail,"Send mails to Drivers (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
applicant,send,mail,applicant.send.mail,"Send mails to applicants (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
candidate,send,mail,candidate.send.mail,"Send mails to candidates (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
ir,sequence,,ir.sequence,Sequence (Sequence model. The sequence model allows to define and use so-called sequence objects. Such objects are used to generate unique identifiers in a transaction-safe way.)
ir,sequence,date_range,ir.sequence.date_range,Sequence Date Range (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
ir,actions,server,ir.actions.server,Server Action (Add WhatsApp option in server actions.)
report,pos_hr,single_employee_sales_report,report.pos_hr.single_employee_sales_report,"Session sales details for a single employee (The base model, which is implicitly inherited by all models.)"
ir,min,cron.mixin,ir.min.cron.mixin,"Set Min Next call on metabase (The base model, which is implicitly inherited by all models.)"
delivery,carrier,,delivery.carrier,Shipping Methods (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
res,users,apikeys.show,res.users.apikeys.show,"Show API Key (The base model, which is implicitly inherited by all models.)"
hr,skill,,hr.skill,Skill (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,skill,level,hr.skill.level,Skill Level (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,skill,type,hr.skill.type,Skill Type (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,candidate,skill,hr.candidate.skill,Skill level for a candidate (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,employee,skill,hr.employee.skill,Skill level for an employee (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,employee,skill.log,hr.employee.skill.log,Skills History (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
slide,slide,partner,slide.slide.partner,Slide / Partner decorated m2m (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
slide,answer,,slide.answer,Slide Question's Answer (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
slide,tag,,slide.tag,Slide Tag (Tag to search slides across channels.)
snailmail,letter,,snailmail.letter,Snailmail Letter (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
stock,orderpoint,snooze,stock.orderpoint.snooze,"Snooze Orderpoint (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
social,account,,social.account,"Social Account (A social.account represents an actual account on the related social.media. Ex: A Facebook Page or a Twitter Account. These social.accounts will then be used to send generic social.posts to multiple social.accounts. They are also used to display a 'dashboard' of statistics on the 'Feed' view. Account statistic fields are 'computed' manually through the _compute_statistics method that is overridden by each actual social module implementations (social_facebook, social_twitter, ...). The statistics computation is run manually when visualizing the Feed.)"
social,live,post,social.live.post,"Social Live Post (A social 'live' post, as opposed to a social.post, represents a post that is actually on a social.account instance. Basically, a social.post that is posted on 4 social.accounts will create 4 instances of the social.live.post.)"
social,post,template,social.post.template,"Social Post Template (Models the abstraction of social post content. It can generate multiple 'social.post' records to be sent on social medias This model contains all information related to the post content (message, images) but also some common methods. They can be used to prepare a social post without creating one (that can be useful in other application, like `social_event` e.g.). 'social.post.template' is therefore a template model used to generate `social.post`. It is inherited by `social.post` to extract common fields declaration and post management methods.)"
social,stream,,social.stream,"Social Stream (""""social.streams are used to fill the 'Feed' view that allows users to follow the social.media activity based on their interest (a Facebook Page, a Twitter hashtag, ...). They use the social.media third party API to fetch the stream data and create social.stream.posts that are displayed on the Feed kanban view.)"
social,stream,type,social.stream.type,"Social Stream Post (Technical model that allows social module implementations ('social_facebook', 'social_twitter', ...) to introduce their own social stream types (eg: 'Page Posts' for Facebook, 'Keyword' for Twitter, ...))"
social,stream,post,social.stream.post,"Social Stream Post (A 'stream' post, as opposed to a regular social.post, references a post that actually exists on a social.media external database (a Facebook post, a Tweet, ...). Stream posts are created by fetching data from the related social media third party API. They should not be directly created/modified. social.stream.posts are used to fill the 'Feed' view that allows users to follow the social.media activity based on their interest (a Facebook Page, a Twitter hashtag, ...). They are directly created by their related social.stream.)"
social,stream,post.image,social.stream.post.image,Social Stream Post Image Attachment (A social.stream.post.image represents an image that was shared with a social.stream.post. It only contains the URL of the image on the related social.media.)
social,twitter,account,social.twitter.account,Social X Account (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,recruitment,source,hr.recruitment.source,Source of Applicants (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
pos,pack,operation.lot,pos.pack.operation.lot,Specify product lot/serial number in pos order line (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
mrp,production,split.line,mrp.production.split.line,"Split Production Detail (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
spreadsheet,contributor,,spreadsheet.contributor,Spreadsheet Contributor (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
spreadsheet,dashboard,,spreadsheet.dashboard,Spreadsheet Dashboard (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
spreadsheet,template,,spreadsheet.template,Spreadsheet Template (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
save,spreadsheet,template,save.spreadsheet.template,"Spreadsheet Template Save Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
spreadsheet,mixin,,spreadsheet.mixin,Spreadsheet mixin (Allow sending messages related to the current model via as a bus.bus channel. The model needs to be allowed as a valid channel for the bus in `_build_bus_channel_list`.)
pos_preparation_display,order,stage,pos_preparation_display.order.stage,Stage of orders by preparation display (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
stock,move,,stock.move,Stock Move (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
stock,package,destination,stock.package.destination,"Stock Package Destination (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
stock,package_level,,stock.package_level,Stock Package Level (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
stock,quantity,history,stock.quantity.history,"Stock Quantity History (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
stock,quant,relocate,stock.quant.relocate,"Stock Quantity Relocation (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
report,stock,quantity,report.stock.quantity,Stock Quantity Report (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
report,stock,report_reception,report.stock.report_reception,"Stock Reception Report (The base model, which is implicitly inherited by all models.)"
stock,forecasted_product_template,,stock.forecasted_product_template,"Stock Replenishment Report (The base model, which is implicitly inherited by all models.)"
stock,forecasted_product_product,,stock.forecasted_product_product,"Stock Replenishment Report (The base model, which is implicitly inherited by all models.)"
stock,report,,stock.report,Stock Report (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
stock,request,count,stock.request.count,"Stock Request an Inventory Count (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
stock,rule,,stock.rule,"Stock Rule (A rule describe what a procurement should do; produce, buy, move, ...)"
stock,rules,report,stock.rules.report,"Stock Rules report (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
stock,track,confirmation,stock.track.confirmation,"Stock Track Confirmation (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
stock,track,line,stock.track.line,"Stock Track Line (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
stock,valuation,layer,stock.valuation.layer,Stock Valuation Layer (Stock Valuation Layer)
stock,package,type,stock.package.type,Stock package type (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
report,stock,report_stock_rule,report.stock.report_stock_rule,"Stock rule report (The base model, which is implicitly inherited by all models.)"
stock,replenishment,info,stock.replenishment.info,"Stock supplier replenishment information (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
stock,replenishment,option,stock.replenishment.option,"Stock warehouse replenishment option (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
stock,storage,category,stock.storage.category,Storage Category (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
stock,storage,category.capacity,stock.storage.category.capacity,Storage Category Capacity (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
mail,link,preview,mail.link.preview,Store link preview data (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
studio,approval,entry,studio.approval.entry,Studio Approval Entry (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
studio,approval,request,studio.approval.request,Studio Approval Request (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
studio,export,wizard.data,studio.export.wizard.data,"Studio Export Data (The wizard data resembles the ir.model.data model. It is used to store the export data for the wizard, even for data that do not have an xmlid (an ir.model.data record).)"
studio,export,model,studio.export.model,Studio Export Models (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
studio,export,wizard,studio.export.wizard,"Studio Export Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
studio,mixin,,studio.mixin,Studio Mixin (Mixin that overrides the create and write methods to properly generate ir.model.data entries flagged with Studio for the corresponding resources. Doesn't create an ir.model.data if the record is part of a module being currently installed as the ir.model.data will be created automatically afterwards.)
sale,subscription,report,sale.subscription.report,Subscription Analysis (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,subscription,change.customer.wizard,sale.subscription.change.customer.wizard,"Subscription Change Customer Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sale,order,close.reason,sale.order.close.reason,Subscription Close Reason (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
sale,subscription,close.reason.wizard,sale.subscription.close.reason.wizard,"Subscription Close Reason Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
sale,subscription,plan,sale.subscription.plan,Subscription Plan (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
product,supplierinfo,,product.supplierinfo,Supplier Pricelist (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
survey,invite,,survey.invite,"Survey Invitation Wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
survey,question,answer,survey.question.answer,"Survey Label (A preconfigured answer for a question. This model stores values used for * simple choice, multiple choice: proposed values for the selection / radio; * matrix: row and column values;)"
survey,question,,survey.question,"Survey Question (Questions that will be asked in a survey. Each question can have one of more suggested answers (eg. in case of multi-answer checkboxes, radio buttons...). Technical note: survey.question is also the model used for the survey's pages (with the """"is_page"""" field set to True). A page corresponds to a """"section"""" in the interface, and the fact that it separates the survey in actual pages in the interface depends on the """"questions_layout"""" parameter on the survey.survey model. Pages are also used when randomizing questions. The randomization can happen within a """"page"""". Using the same model for questions and pages allows to put all the pages and questions together in a o2m field (see survey.survey.question_and_page_ids) on the view side and easily reorganize your survey by dragging the items around. It also removes on level of encoding by directly having 'Add a page' and 'Add a question' links on the list view of questions, enabling a faster encoding. However, this has the downside of making the code reading a little bit more complicated. Efforts were made at the model level to create computed fields so that the use of these models still seems somewhat logical. That means: - A survey still has """"page_ids"""" (question_and_page_ids filtered on is_page   True) - These """"page_ids"""" still have question_ids (questions located between this page and the next) - These """"question_ids"""" still have a """"page_id"""" That makes the use and display of these information at view and controller levels easier to understand.)"
survey,user_input,line,survey.user_input.line,Survey User Input Line (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
google,calendar,sync,google.calendar.sync,"Synchronize a record with Google Calendar (The base model, which is implicitly inherited by all models.)"
ir,config_parameter,,ir.config_parameter,System Parameter (Per-database storage of configuration key-value pairs.)
documents,tag,,documents.tag,Tag (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
project,task,recurrence,project.task.recurrence,Task Recurrence (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
project,task,type,project.task.type,Task Stage (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
report,industry_fsm,worksheet_custom,report.industry_fsm.worksheet_custom,"Task Worksheet Custom Report (The base model, which is implicitly inherited by all models.)"
project,task,stop.timers.wizard,project.task.stop.timers.wizard,"Task stop running timers confirmation wizard (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
project,task,stop.timers.wizard.line,project.task.stop.timers.wizard.line,"Task stop running timers confirmation wizard line (Model super-class for transient records, meant to be temporarily persistent, and regularly vacuum-cleaned. A TransientModel has a simplified access rights management, all users can create new records, and may only access the records they created. The superuser has unrestricted access to all TransientModel records.)"
report,project,task.user,report.project.task.user,Tasks Analysis (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
account,tax,group,account.tax.group,Tax Group (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
account,fiscal,position.tax,account.fiscal.position.tax,Tax Mapping of Fiscal Position (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
account,tax,repartition.line,account.tax.repartition.line,Tax Repartition Line (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
account,tax,unit,account.tax.unit,Tax Unit (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
ir_actions_account_report_download,,,ir_actions_account_report_download,"Technical model for accounting report downloads (The base model, which is implicitly inherited by all models.)"
template,reset,mixin,template.reset.mixin,"Template Reset Mixin (The base model, which is implicitly inherited by all models.)"
iot,channel,,iot.channel,"The Websocket Iot Channel (The base model, which is implicitly inherited by all models.)"
theme,ir,asset,theme.ir.asset,Theme Asset (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
theme,ir,attachment,theme.ir.attachment,Theme Attachments (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
theme,ir,ui.view,theme.ir.ui.view,Theme UI View (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
theme,utils,,theme.utils,"Theme Utils (The base model, which is implicitly inherited by all models.)"
hr,leave,report.calendar,hr.leave.report.calendar,Time Off Calendar (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,leave,employee.type.report,hr.leave.employee.type.report,Time Off Summary / Report (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,leave,report,hr.leave.report,Time Off Summary / Report (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
hr,leave,type,hr.leave.type,Time Off Type (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
timer,mixin,,timer.mixin,"Timer Mixin (The base model, which is implicitly inherited by all models.)"
timer,timer,,timer.timer,Timer Module (Main super-class for regular database-persisted Odoo models. Odoo models are created by inheriting from this class:: class user(Model): ... The system will later instantiate the class once per database (on which the class' module is installed).)
